,Treatment,Location,SessionID,FutureTense,Mandarin,ID,Participant,Period,a,b,c,d,interestrate,lowerbound,upperbound,FinalProfit,client,Gender,Taiwan,Econ,Course,Female,Econmajor,laugnauge,otherLanguage,WhichLanguage,EngCountry,WhichCountry,Purpose,AE,AF,chineseismainlanguage0english1ma
329,CF,0,160526_1417,1,1,5,42,7,1,0,1,9,0.6418538861723947,0.5877866649021191,0.6418538861723947,10,5,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
330,CF,0,160526_1417,1,1,5,42,6,4,0,4,8,0.14694666622552977,0.1326570627655426,0.14694666622552977,10,5,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
331,CF,0,160526_1417,1,1,5,42,5,2,4,6,8,0.29389333245105953,0.2653141255310852,0.29389333245105953,10,5,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
332,CF,0,160526_1417,1,1,5,42,4,1,4,5,8,0.5877866649021191,0.5306282510621704,0.5877866649021191,10,5,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
333,CF,0,160526_1417,1,1,5,42,3,4,4,8,6,0.11750090731143391,0.1013662770270411,0.11750090731143391,10,5,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
334,CF,0,160526_1417,1,1,5,42,2,2,0,2,7,0.2653141255310852,0.23500181462286782,0.2653141255310852,10,5,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
335,CF,0,160526_1417,1,1,5,42,1,8,0,8,5,0.05068313851352055,0.04205902957765161,0.05068313851352055,10,5,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
336,CF,0,160526_1417,1,1,6,43,8,1,4,5,1,0.09531017980432493,0.0,0.09531017980432493,18,9,Male,台灣本地生,是,3,0,1,中文,是,英文,否,,,,,1.0
337,CF,0,160526_1417,1,1,6,43,7,2,0,2,3,0.13118213223374553,0.0911607783969773,0.13118213223374553,18,9,Male,台灣本地生,是,3,0,1,中文,是,英文,否,,,,,1.0
338,CF,0,160526_1417,1,1,6,43,6,4,0,4,5,0.1013662770270411,0.08411805915530322,0.1013662770270411,18,9,Male,台灣本地生,是,3,0,1,中文,是,英文,否,,,,,1.0
339,CF,0,160526_1417,1,1,6,43,5,1,0,1,1,0.09531017980432493,0.0,0.09531017980432493,18,9,Male,台灣本地生,是,3,0,1,中文,是,英文,否,,,,,1.0
340,CF,0,160526_1417,1,1,6,43,4,4,4,8,9,0.16046347154309867,0.14694666622552977,0.16046347154309867,18,9,Male,台灣本地生,是,3,0,1,中文,是,英文,否,,,,,1.0
341,CF,0,160526_1417,1,1,6,43,3,2,4,6,5,0.2027325540540822,0.16823611831060645,0.2027325540540822,18,9,Male,台灣本地生,是,3,0,1,中文,是,英文,否,,,,,1.0
342,CF,0,160526_1417,1,1,6,43,2,8,4,12,1,0.011913772475540617,0.0,0.011913772475540617,18,9,Male,台灣本地生,是,3,0,1,中文,是,英文,否,,,,,1.0
343,CF,0,160526_1417,1,1,6,43,1,8,0,8,9,0.08023173577154934,0.07347333311276488,0.08023173577154934,18,9,Male,台灣本地生,是,3,0,1,中文,是,英文,否,,,,,1.0
344,CF,0,160526_1417,1,1,7,44,8,1,4,5,1,0.09531017980432493,0.0,0.09531017980432493,15,10,Female,台灣本地生,否,3,1,0,客家語,否,,否,,,,,1.0
345,CF,0,160526_1417,1,1,7,44,7,2,0,2,1,0.04765508990216247,0.0,0.04765508990216247,15,10,Female,台灣本地生,否,3,1,0,客家語,否,,否,,,,,1.0
346,CF,0,160526_1417,1,1,7,44,6,4,0,4,1,0.023827544951081234,0.0,0.023827544951081234,15,10,Female,台灣本地生,否,3,1,0,客家語,否,,否,,,,,1.0
347,CF,0,160526_1417,1,1,7,44,5,1,0,1,1,0.09531017980432493,0.0,0.09531017980432493,15,10,Female,台灣本地生,否,3,1,0,客家語,否,,否,,,,,1.0
348,CF,0,160526_1417,1,1,7,44,4,4,4,8,1,0.023827544951081234,0.0,0.023827544951081234,15,10,Female,台灣本地生,否,3,1,0,客家語,否,,否,,,,,1.0
349,CF,0,160526_1417,1,1,7,44,3,2,4,6,1,0.04765508990216247,0.0,0.04765508990216247,15,10,Female,台灣本地生,否,3,1,0,客家語,否,,否,,,,,1.0
350,CF,0,160526_1417,1,1,7,44,2,8,4,12,2,0.022790194599244324,0.011913772475540617,0.022790194599244324,15,10,Female,台灣本地生,否,3,1,0,客家語,否,,否,,,,,1.0
351,CF,0,160526_1417,1,1,7,44,1,8,0,8,5,0.05068313851352055,0.04205902957765161,0.05068313851352055,15,10,Female,台灣本地生,否,3,1,0,客家語,否,,否,,,,,1.0
352,CF,0,160526_1417,1,1,8,45,8,1,4,5,1,0.09531017980432493,0.0,0.09531017980432493,10,11,Female,台灣本地生,否,4,1,0,中文,否,,否,,,,,1.0
353,CF,0,160526_1417,1,1,8,45,7,2,0,2,2,0.0911607783969773,0.04765508990216247,0.0911607783969773,10,11,Female,台灣本地生,否,4,1,0,中文,否,,否,,,,,1.0
354,CF,0,160526_1417,1,1,8,45,6,4,0,4,4,0.08411805915530322,0.06559106611687276,0.08411805915530322,10,11,Female,台灣本地生,否,4,1,0,中文,否,,否,,,,,1.0
355,CF,0,160526_1417,1,1,8,45,5,1,0,1,5,0.4054651081081644,0.3364722366212129,0.4054651081081644,10,11,Female,台灣本地生,否,4,1,0,中文,否,,否,,,,,1.0
356,CF,0,160526_1417,1,1,8,45,4,4,4,8,3,0.06559106611687276,0.04558038919848865,0.06559106611687276,10,11,Female,台灣本地生,否,4,1,0,中文,否,,否,,,,,1.0
357,CF,0,160526_1417,1,1,8,45,3,2,4,6,6,0.23500181462286782,0.2027325540540822,0.23500181462286782,10,11,Female,台灣本地生,否,4,1,0,中文,否,,否,,,,,1.0
358,CF,0,160526_1417,1,1,8,45,2,8,4,12,4,0.04205902957765161,0.03279553305843638,0.04205902957765161,10,11,Female,台灣本地生,否,4,1,0,中文,否,,否,,,,,1.0
359,CF,0,160526_1417,1,1,8,45,1,8,0,8,5,0.05068313851352055,0.04205902957765161,0.05068313851352055,10,11,Female,台灣本地生,否,4,1,0,中文,否,,否,,,,,1.0
360,CF,0,160526_1417,1,1,9,46,8,4,0,4,4,0.08411805915530322,0.06559106611687276,0.08411805915530322,13,12,Female,台灣本地生,是,2,1,1,中文,是,英文,否,,,,,1.0
361,CF,0,160526_1417,1,1,9,46,7,1,4,5,2,0.1823215567939546,0.09531017980432493,0.1823215567939546,13,12,Female,台灣本地生,是,2,1,1,中文,是,英文,否,,,,,1.0
362,CF,0,160526_1417,1,1,9,46,6,4,4,8,6,0.11750090731143391,0.1013662770270411,0.11750090731143391,13,12,Female,台灣本地生,是,2,1,1,中文,是,英文,否,,,,,1.0
363,CF,0,160526_1417,1,1,9,46,5,2,0,2,3,0.13118213223374553,0.0911607783969773,0.13118213223374553,13,12,Female,台灣本地生,是,2,1,1,中文,是,英文,否,,,,,1.0
364,CF,0,160526_1417,1,1,9,46,4,1,0,1,2,0.1823215567939546,0.09531017980432493,0.1823215567939546,13,12,Female,台灣本地生,是,2,1,1,中文,是,英文,否,,,,,1.0
365,CF,0,160526_1417,1,1,9,46,3,8,0,8,9,0.08023173577154934,0.07347333311276488,0.08023173577154934,13,12,Female,台灣本地生,是,2,1,1,中文,是,英文,否,,,,,1.0
366,CF,0,160526_1417,1,1,9,46,2,2,4,6,5,0.2027325540540822,0.16823611831060645,0.2027325540540822,13,12,Female,台灣本地生,是,2,1,1,中文,是,英文,否,,,,,1.0
367,CF,0,160526_1417,1,1,9,46,1,8,4,12,8,0.07347333311276488,0.0663285313827713,0.07347333311276488,13,12,Female,台灣本地生,是,2,1,1,中文,是,英文,否,,,,,1.0
368,CF,0,160526_1417,1,1,10,47,8,8,4,12,6,0.058750453655716954,0.05068313851352055,0.058750453655716954,19,13,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
369,CF,0,160526_1417,1,1,10,47,7,4,4,8,6,0.11750090731143391,0.1013662770270411,0.11750090731143391,19,13,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
370,CF,0,160526_1417,1,1,10,47,6,1,0,1,6,0.47000362924573563,0.4054651081081644,0.47000362924573563,19,13,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
371,CF,0,160526_1417,1,1,10,47,5,4,0,4,6,0.11750090731143391,0.1013662770270411,0.11750090731143391,19,13,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
372,CF,0,160526_1417,1,1,10,47,4,8,0,8,6,0.058750453655716954,0.05068313851352055,0.058750453655716954,19,13,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
373,CF,0,160526_1417,1,1,10,47,3,1,4,5,6,0.47000362924573563,0.4054651081081644,0.47000362924573563,19,13,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
374,CF,0,160526_1417,1,1,10,47,2,2,0,2,6,0.23500181462286782,0.2027325540540822,0.23500181462286782,19,13,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
375,CF,0,160526_1417,1,1,10,47,1,2,4,6,6,0.23500181462286782,0.2027325540540822,0.23500181462286782,19,13,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
376,CN,0,160602_1212,0,1,1,48,8,1,4,5,5,0.4054651081081644,0.3364722366212129,0.4054651081081644,10,1,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
377,CN,0,160602_1212,0,1,1,48,7,8,0,8,5,0.05068313851352055,0.04205902957765161,0.05068313851352055,10,1,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
378,CN,0,160602_1212,0,1,1,48,6,4,4,8,5,0.1013662770270411,0.08411805915530322,0.1013662770270411,10,1,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
379,CN,0,160602_1212,0,1,1,48,5,8,4,12,5,0.05068313851352055,0.04205902957765161,0.05068313851352055,10,1,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
380,CN,0,160602_1212,0,1,1,48,4,2,0,2,5,0.2027325540540822,0.16823611831060645,0.2027325540540822,10,1,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
381,CN,0,160602_1212,0,1,1,48,3,4,0,4,5,0.1013662770270411,0.08411805915530322,0.1013662770270411,10,1,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
382,CN,0,160602_1212,0,1,1,48,2,2,4,6,5,0.2027325540540822,0.16823611831060645,0.2027325540540822,10,1,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
383,CN,0,160602_1212,0,1,1,48,1,1,0,1,5,0.4054651081081644,0.3364722366212129,0.4054651081081644,10,1,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
384,CN,0,160602_1212,0,1,2,49,8,1,0,1,1,0.09531017980432493,0.0,0.09531017980432493,13,2,Male,台灣本地生,是,4,0,1,中文,否,,否,,,,,1.0
385,CN,0,160602_1212,0,1,2,49,7,4,4,8,2,0.04558038919848865,0.023827544951081234,0.04558038919848865,13,2,Male,台灣本地生,是,4,0,1,中文,否,,否,,,,,1.0
386,CN,0,160602_1212,0,1,2,49,6,2,4,6,1,0.04765508990216247,0.0,0.04765508990216247,13,2,Male,台灣本地生,是,4,0,1,中文,否,,否,,,,,1.0
387,CN,0,160602_1212,0,1,2,49,5,8,4,12,5,0.05068313851352055,0.04205902957765161,0.05068313851352055,13,2,Male,台灣本地生,是,4,0,1,中文,否,,否,,,,,1.0
388,CN,0,160602_1212,0,1,2,49,4,4,0,4,2,0.04558038919848865,0.023827544951081234,0.04558038919848865,13,2,Male,台灣本地生,是,4,0,1,中文,否,,否,,,,,1.0
389,CN,0,160602_1212,0,1,2,49,3,1,4,5,2,0.1823215567939546,0.09531017980432493,0.1823215567939546,13,2,Male,台灣本地生,是,4,0,1,中文,否,,否,,,,,1.0
390,CN,0,160602_1212,0,1,2,49,2,8,0,8,4,0.04205902957765161,0.03279553305843638,0.04205902957765161,13,2,Male,台灣本地生,是,4,0,1,中文,否,,否,,,,,1.0
391,CN,0,160602_1212,0,1,2,49,1,2,0,2,1,0.04765508990216247,0.0,0.04765508990216247,13,2,Male,台灣本地生,是,4,0,1,中文,否,,否,,,,,1.0
392,CN,0,160602_1212,0,1,3,50,8,8,4,12,8,0.07347333311276488,0.0663285313827713,0.07347333311276488,14,3,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
393,CN,0,160602_1212,0,1,3,50,7,1,0,1,1,0.09531017980432493,0.0,0.09531017980432493,14,3,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
394,CN,0,160602_1212,0,1,3,50,6,4,0,4,4,0.08411805915530322,0.06559106611687276,0.08411805915530322,14,3,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
395,CN,0,160602_1212,0,1,3,50,5,2,4,6,2,0.0911607783969773,0.04765508990216247,0.0911607783969773,14,3,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
396,CN,0,160602_1212,0,1,3,50,4,1,4,5,1,0.09531017980432493,0.0,0.09531017980432493,14,3,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
397,CN,0,160602_1212,0,1,3,50,3,4,4,8,4,0.08411805915530322,0.06559106611687276,0.08411805915530322,14,3,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
398,CN,0,160602_1212,0,1,3,50,2,2,0,2,2,0.0911607783969773,0.04765508990216247,0.0911607783969773,14,3,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
399,CN,0,160602_1212,0,1,3,50,1,8,0,8,8,0.07347333311276488,0.0663285313827713,0.07347333311276488,14,3,Female,台灣本地生,是,2,1,1,中文,否,,否,,,,,1.0
400,CN,0,160602_1212,0,1,4,51,8,1,0,1,1,0.09531017980432493,0.0,0.09531017980432493,12,5,Female,台灣本地生,否,1,1,0,中文,是,eng,否,,,,,1.0
401,CN,0,160602_1212,0,1,4,51,7,4,4,8,1,0.023827544951081234,0.0,0.023827544951081234,12,5,Female,台灣本地生,否,1,1,0,中文,是,eng,否,,,,,1.0
402,CN,0,160602_1212,0,1,4,51,6,2,4,6,1,0.04765508990216247,0.0,0.04765508990216247,12,5,Female,台灣本地生,否,1,1,0,中文,是,eng,否,,,,,1.0
403,CN,0,160602_1212,0,1,4,51,5,8,4,12,1,0.011913772475540617,0.0,0.011913772475540617,12,5,Female,台灣本地生,否,1,1,0,中文,是,eng,否,,,,,1.0
404,CN,0,160602_1212,0,1,4,51,4,4,0,4,1,0.023827544951081234,0.0,0.023827544951081234,12,5,Female,台灣本地生,否,1,1,0,中文,是,eng,否,,,,,1.0
405,CN,0,160602_1212,0,1,4,51,3,1,4,5,1,0.09531017980432493,0.0,0.09531017980432493,12,5,Female,台灣本地生,否,1,1,0,中文,是,eng,否,,,,,1.0
406,CN,0,160602_1212,0,1,4,51,2,8,0,8,1,0.011913772475540617,0.0,0.011913772475540617,12,5,Female,台灣本地生,否,1,1,0,中文,是,eng,否,,,,,1.0
407,CN,0,160602_1212,0,1,4,51,1,2,0,2,1,0.04765508990216247,0.0,0.04765508990216247,12,5,Female,台灣本地生,否,1,1,0,中文,是,eng,否,,,,,1.0
408,CN,0,160602_1212,0,1,5,52,8,1,0,1,6,0.47000362924573563,0.4054651081081644,0.47000362924573563,17,6,Male,台灣本地生,是,3,0,1,中文,否,,否,,,,,1.0
409,CN,0,160602_1212,0,1,5,52,7,4,4,8,4,0.08411805915530322,0.06559106611687276,0.08411805915530322,17,6,Male,台灣本地生,是,3,0,1,中文,否,,否,,,,,1.0
410,CN,0,160602_1212,0,1,5,52,6,2,4,6,3,0.13118213223374553,0.0911607783969773,0.13118213223374553,17,6,Male,台灣本地生,是,3,0,1,中文,否,,否,,,,,1.0
411,CN,0,160602_1212,0,1,5,52,5,8,4,12,5,0.05068313851352055,0.04205902957765161,0.05068313851352055,17,6,Male,台灣本地生,是,3,0,1,中文,否,,否,,,,,1.0
412,CN,0,160602_1212,0,1,5,52,4,4,0,4,4,0.08411805915530322,0.06559106611687276,0.08411805915530322,17,6,Male,台灣本地生,是,3,0,1,中文,否,,否,,,,,1.0
413,CN,0,160602_1212,0,1,5,52,3,1,4,5,5,0.4054651081081644,0.3364722366212129,0.4054651081081644,17,6,Male,台灣本地生,是,3,0,1,中文,否,,否,,,,,1.0
414,CN,0,160602_1212,0,1,5,52,2,8,0,8,6,0.058750453655716954,0.05068313851352055,0.058750453655716954,17,6,Male,台灣本地生,是,3,0,1,中文,否,,否,,,,,1.0
415,CN,0,160602_1212,0,1,5,52,1,2,0,2,3,0.13118213223374553,0.0911607783969773,0.13118213223374553,17,6,Male,台灣本地生,是,3,0,1,中文,否,,否,,,,,1.0
416,CN,0,160602_1212,0,1,6,53,8,1,4,5,1,0.09531017980432493,0.0,0.09531017980432493,15,7,Female,台灣本地生,否,4,1,0,中文,否,,否,,,,,1.0
417,CN,0,160602_1212,0,1,6,53,7,8,0,8,9,0.08023173577154934,0.07347333311276488,0.08023173577154934,15,7,Female,台灣本地生,否,4,1,0,中文,否,,否,,,,,1.0
418,CN,0,160602_1212,0,1,6,53,6,4,4,8,6,0.11750090731143391,0.1013662770270411,0.11750090731143391,15,7,Female,台灣本地生,否,4,1,0,中文,否,,否,,,,,1.0
419,CN,0,160602_1212,0,1,6,53,5,8,4,12,8,0.07347333311276488,0.0663285313827713,0.07347333311276488,15,7,Female,台灣本地生,否,4,1,0,中文,否,,否,,,,,1.0
420,CN,0,160602_1212,0,1,6,53,4,2,0,2,2,0.0911607783969773,0.04765508990216247,0.0911607783969773,15,7,Female,台灣本地生,否,4,1,0,中文,否,,否,,,,,1.0
421,CN,0,160602_1212,0,1,6,53,3,4,0,4,5,0.1013662770270411,0.08411805915530322,0.1013662770270411,15,7,Female,台灣本地生,否,4,1,0,中文,否,,否,,,,,1.0
422,CN,0,160602_1212,0,1,6,53,2,2,4,6,2,0.0911607783969773,0.04765508990216247,0.0911607783969773,15,7,Female,台灣本地生,否,4,1,0,中文,否,,否,,,,,1.0
423,CN,0,160602_1212,0,1,6,53,1,1,0,1,4,0.3364722366212129,0.26236426446749106,0.3364722366212129,15,7,Female,台灣本地生,否,4,1,0,中文,否,,否,,,,,1.0
424,CN,0,160602_1212,0,1,7,54,8,8,4,12,7,0.0663285313827713,0.058750453655716954,0.0663285313827713,10,9,Female,台灣本地生,否,2,1,0,中文,否,,否,,,,,1.0
425,CN,0,160602_1212,0,1,7,54,7,4,4,8,6,0.11750090731143391,0.1013662770270411,0.11750090731143391,10,9,Female,台灣本地生,否,2,1,0,中文,否,,否,,,,,1.0
426,CN,0,160602_1212,0,1,7,54,6,4,0,4,8,0.14694666622552977,0.1326570627655426,0.14694666622552977,10,9,Female,台灣本地生,否,2,1,0,中文,否,,否,,,,,1.0
427,CN,0,160602_1212,0,1,7,54,5,8,0,8,10,0.08664339756999316,0.08023173577154934,0.08664339756999316,10,9,Female,台灣本地生,否,2,1,0,中文,否,,否,,,,,1.0
428,CN,0,160602_1212,0,1,7,54,4,2,0,2,4,0.16823611831060645,0.13118213223374553,0.16823611831060645,10,9,Female,台灣本地生,否,2,1,0,中文,否,,否,,,,,1.0
429,CN,0,160602_1212,0,1,7,54,3,1,0,1,6,0.47000362924573563,0.4054651081081644,0.47000362924573563,10,9,Female,台灣本地生,否,2,1,0,中文,否,,否,,,,,1.0
430,CN,0,160602_1212,0,1,7,54,2,1,4,5,4,0.3364722366212129,0.26236426446749106,0.3364722366212129,10,9,Female,台灣本地生,否,2,1,0,中文,否,,否,,,,,1.0
431,CN,0,160602_1212,0,1,7,54,1,2,4,6,5,0.2027325540540822,0.16823611831060645,0.2027325540540822,10,9,Female,台灣本地生,否,2,1,0,中文,否,,否,,,,,1.0
432,CN,0,160602_1212,0,1,8,55,8,4,0,4,1,0.023827544951081234,0.0,0.023827544951081234,15,10,Male,台灣本地生,否,1,0,0,中文,是,英文,否,,,,,1.0
433,CN,0,160602_1212,0,1,8,55,7,4,4,8,1,0.023827544951081234,0.0,0.023827544951081234,15,10,Male,台灣本地生,否,1,0,0,中文,是,英文,否,,,,,1.0
434,CN,0,160602_1212,0,1,8,55,6,1,0,1,1,0.09531017980432493,0.0,0.09531017980432493,15,10,Male,台灣本地生,否,1,0,0,中文,是,英文,否,,,,,1.0
435,CN,0,160602_1212,0,1,8,55,5,8,0,8,1,0.011913772475540617,0.0,0.011913772475540617,15,10,Male,台灣本地生,否,1,0,0,中文,是,英文,否,,,,,1.0
436,CN,0,160602_1212,0,1,8,55,4,2,4,6,1,0.04765508990216247,0.0,0.04765508990216247,15,10,Male,台灣本地生,否,1,0,0,中文,是,英文,否,,,,,1.0
437,CN,0,160602_1212,0,1,8,55,3,1,4,5,1,0.09531017980432493,0.0,0.09531017980432493,15,10,Male,台灣本地生,否,1,0,0,中文,是,英文,否,,,,,1.0
438,CN,0,160602_1212,0,1,8,55,2,2,0,2,1,0.04765508990216247,0.0,0.04765508990216247,15,10,Male,台灣本地生,否,1,0,0,中文,是,英文,否,,,,,1.0
439,CN,0,160602_1212,0,1,8,55,1,8,4,12,1,0.011913772475540617,0.0,0.011913772475540617,15,10,Male,台灣本地生,否,1,0,0,中文,是,英文,否,,,,,1.0
440,CN,0,160602_1212,0,1,9,56,8,1,0,1,3,0.26236426446749106,0.1823215567939546,0.26236426446749106,14,11,Female,台灣本地生,否,3,1,0,中文,否,,否,,,,,1.0
441,CN,0,160602_1212,0,1,9,56,7,4,4,8,4,0.08411805915530322,0.06559106611687276,0.08411805915530322,14,11,Female,台灣本地生,否,3,1,0,中文,否,,否,,,,,1.0
442,CN,0,160602_1212,0,1,9,56,6,2,4,6,5,0.2027325540540822,0.16823611831060645,0.2027325540540822,14,11,Female,台灣本地生,否,3,1,0,中文,否,,否,,,,,1.0
443,CN,0,160602_1212,0,1,9,56,5,8,4,12,5,0.05068313851352055,0.04205902957765161,0.05068313851352055,14,11,Female,台灣本地生,否,3,1,0,中文,否,,否,,,,,1.0
444,CN,0,160602_1212,0,1,9,56,4,4,0,4,5,0.1013662770270411,0.08411805915530322,0.1013662770270411,14,11,Female,台灣本地生,否,3,1,0,中文,否,,否,,,,,1.0
445,CN,0,160602_1212,0,1,9,56,3,1,4,5,4,0.3364722366212129,0.26236426446749106,0.3364722366212129,14,11,Female,台灣本地生,否,3,1,0,中文,否,,否,,,,,1.0
446,CN,0,160602_1212,0,1,9,56,2,8,0,8,5,0.05068313851352055,0.04205902957765161,0.05068313851352055,14,11,Female,台灣本地生,否,3,1,0,中文,否,,否,,,,,1.0
447,CN,0,160602_1212,0,1,9,56,1,2,0,2,4,0.16823611831060645,0.13118213223374553,0.16823611831060645,14,11,Female,台灣本地生,否,3,1,0,中文,否,,否,,,,,1.0
448,CN,0,160602_1212,0,1,10,57,8,4,0,4,3,0.06559106611687276,0.04558038919848865,0.06559106611687276,10,12,Female,台灣本地生,否,3,1,0,中文,是,台語,否,,,,,1.0
449,CN,0,160602_1212,0,1,10,57,7,4,4,8,5,0.1013662770270411,0.08411805915530322,0.1013662770270411,10,12,Female,台灣本地生,否,3,1,0,中文,是,台語,否,,,,,1.0
450,CN,0,160602_1212,0,1,10,57,6,1,0,1,1,0.09531017980432493,0.0,0.09531017980432493,10,12,Female,台灣本地生,否,3,1,0,中文,是,台語,否,,,,,1.0
451,CN,0,160602_1212,0,1,10,57,5,8,0,8,6,0.058750453655716954,0.05068313851352055,0.058750453655716954,10,12,Female,台灣本地生,否,3,1,0,中文,是,台語,否,,,,,1.0
452,CN,0,160602_1212,0,1,10,57,4,2,4,6,4,0.16823611831060645,0.13118213223374553,0.16823611831060645,10,12,Female,台灣本地生,否,3,1,0,中文,是,台語,否,,,,,1.0
453,CN,0,160602_1212,0,1,10,57,3,1,4,5,2,0.1823215567939546,0.09531017980432493,0.1823215567939546,10,12,Female,台灣本地生,否,3,1,0,中文,是,台語,否,,,,,1.0
454,CN,0,160602_1212,0,1,10,57,2,2,0,2,2,0.0911607783969773,0.04765508990216247,0.0911607783969773,10,12,Female,台灣本地生,否,3,1,0,中文,是,台語,否,,,,,1.0
455,CN,0,160602_1212,0,1,10,57,1,8,4,12,5,0.05068313851352055,0.04205902957765161,0.05068313851352055,10,12,Female,台灣本地生,否,3,1,0,中文,是,台語,否,,,,,1.0
456,CN,0,160602_1212,0,1,11,58,8,2,0,2,2,0.0911607783969773,0.04765508990216247,0.0911607783969773,14,13,Female,台灣本地生,是,4,1,1,中文,是,英文,否,,,,,1.0
457,CN,0,160602_1212,0,1,11,58,7,4,0,4,4,0.08411805915530322,0.06559106611687276,0.08411805915530322,14,13,Female,台灣本地生,是,4,1,1,中文,是,英文,否,,,,,1.0
458,CN,0,160602_1212,0,1,11,58,6,1,4,5,1,0.09531017980432493,0.0,0.09531017980432493,14,13,Female,台灣本地生,是,4,1,1,中文,是,英文,否,,,,,1.0
459,CN,0,160602_1212,0,1,11,58,5,4,4,8,5,0.1013662770270411,0.08411805915530322,0.1013662770270411,14,13,Female,台灣本地生,是,4,1,1,中文,是,英文,否,,,,,1.0
460,CN,0,160602_1212,0,1,11,58,4,8,4,12,7,0.0663285313827713,0.058750453655716954,0.0663285313827713,14,13,Female,台灣本地生,是,4,1,1,中文,是,英文,否,,,,,1.0
461,CN,0,160602_1212,0,1,11,58,3,8,0,8,7,0.0663285313827713,0.058750453655716954,0.0663285313827713,14,13,Female,台灣本地生,是,4,1,1,中文,是,英文,否,,,,,1.0
462,CN,0,160602_1212,0,1,11,58,2,1,0,1,2,0.1823215567939546,0.09531017980432493,0.1823215567939546,14,13,Female,台灣本地生,是,4,1,1,中文,是,英文,否,,,,,1.0
463,CN,0,160602_1212,0,1,11,58,1,2,4,6,4,0.16823611831060645,0.13118213223374553,0.16823611831060645,14,13,Female,台灣本地生,是,4,1,1,中文,是,英文,否,,,,,1.0
464,CN,0,160602_1212,0,1,12,59,8,4,0,4,4,0.08411805915530322,0.06559106611687276,0.08411805915530322,17,14,Male,台灣本地生,是,1,0,1,中文,否,,否,,,,,1.0
465,CN,0,160602_1212,0,1,12,59,7,1,4,5,5,0.4054651081081644,0.3364722366212129,0.4054651081081644,17,14,Male,台灣本地生,是,1,0,1,中文,否,,否,,,,,1.0
466,CN,0,160602_1212,0,1,12,59,6,4,4,8,8,0.14694666622552977,0.1326570627655426,0.14694666622552977,17,14,Male,台灣本地生,是,1,0,1,中文,否,,否,,,,,1.0
467,CN,0,160602_1212,0,1,12,59,5,2,0,2,2,0.0911607783969773,0.04765508990216247,0.0911607783969773,17,14,Male,台灣本地生,是,1,0,1,中文,否,,否,,,,,1.0
468,CN,0,160602_1212,0,1,12,59,4,1,0,1,1,0.09531017980432493,0.0,0.09531017980432493,17,14,Male,台灣本地生,是,1,0,1,中文,否,,否,,,,,1.0
469,CN,0,160602_1212,0,1,12,59,3,8,0,8,8,0.07347333311276488,0.0663285313827713,0.07347333311276488,17,14,Male,台灣本地生,是,1,0,1,中文,否,,否,,,,,1.0
470,CN,0,160602_1212,0,1,12,59,2,2,4,6,5,0.2027325540540822,0.16823611831060645,0.2027325540540822,17,14,Male,台灣本地生,是,1,0,1,中文,否,,否,,,,,1.0
471,CN,0,160602_1212,0,1,12,59,1,8,4,12,5,0.05068313851352055,0.04205902957765161,0.05068313851352055,17,14,Male,台灣本地生,是,1,0,1,中文,否,,否,,,,,1.0
472,CN,0,160602_1212,0,1,13,60,8,8,4,12,5,0.05068313851352055,0.04205902957765161,0.05068313851352055,16,15,Female,台灣本地生,否,3,1,0,中文,否,,否,,,,,1.0
